,simulation,auc_live,auc_apoptotic,drug_1,drug_2,conc_1,conc_2
2896,LNCaP_mut_RNA_00_4_1_Ipatasertib_Luminespib_0_0_0_0_5,58605720.0,1773000.0,Ipatasertib,Luminespib,IC70,IC10
2897,LNCaP_mut_RNA_00_1_4_Ipatasertib_Pictilisib_0_0_0_0_3,54579600.0,1637280.0,Ipatasertib,Pictilisib,IC10,IC70
2898,LNCaP_mut_RNA_00_4_2_Ipatasertib_Luminespib_0_0_0_0_2,58148400.0,1671840.0,Ipatasertib,Luminespib,IC70,IC30
2899,LNCaP_mut_RNA_00_5_1_Ipatasertib_Luminespib_0_0_0_0_8,57255000.0,1636080.0,Ipatasertib,Luminespib,IC90,IC10
2900,LNCaP_mut_RNA_00_1_3_Ulixertinib_Luminespib_0_0_0_0_9,59734200.0,1826520.0,Ulixertinib,Luminespib,IC10,IC50
2901,LNCaP_mut_RNA_00_3_3_Afatinib_Ulixertinib_0_0_0_0_9,59162040.0,1724160.0,Afatinib,Ulixertinib,IC50,IC50
2902,LNCaP_mut_RNA_00_5_5_Ulixertinib_Luminespib_0_0_0_0_2,60222960.0,1802280.0,Ulixertinib,Luminespib,IC90,IC90
2903,LNCaP_mut_RNA_00_4_4_Ulixertinib_Pictilisib_0_0_0_0_3,57293280.0,1641480.0,Ulixertinib,Pictilisib,IC70,IC70
2904,LNCaP_mut_RNA_00_3_3_Luminespib_Pictilisib_0_0_0_0_10,53443920.0,1576920.0,Luminespib,Pictilisib,IC50,IC50
2905,LNCaP_mut_RNA_00_2_5_Afatinib_Luminespib_0_0_0_0_1,57324840.0,1712160.0,Afatinib,Luminespib,IC30,IC90
2906,LNCaP_mut_RNA_00_2_2_Ipatasertib_Luminespib_0_0_0_0_5,63466200.0,1745280.0,Ipatasertib,Luminespib,IC30,IC30
2907,LNCaP_mut_RNA_00_2_5_Luminespib_Pictilisib_0_0_0_0_7,54165120.0,1544880.0,Luminespib,Pictilisib,IC30,IC90
2908,LNCaP_mut_RNA_00_4_5_Ipatasertib_Luminespib_0_0_0_0_4,56043000.0,1665120.0,Ipatasertib,Luminespib,IC70,IC90
2909,LNCaP_mut_RNA_00_2_5_Ulixertinib_Luminespib_0_0_0_0_6,61271520.0,1782360.0,Ulixertinib,Luminespib,IC30,IC90
2910,LNCaP_mut_RNA_00_1_3_Ipatasertib_Selumetinib_0_0_0_0_4,59012280.0,1695240.0,Ipatasertib,Selumetinib,IC10,IC50
2911,LNCaP_mut_RNA_00_3_1_Ulixertinib_Selumetinib_0_0_0_0_1,60705240.0,1809120.0,Ulixertinib,Selumetinib,IC50,IC10
2912,LNCaP_mut_RNA_00_4_3_Afatinib_Selumetinib_0_0_0_0_5,57814680.0,1791120.0,Afatinib,Selumetinib,IC70,IC50
2913,LNCaP_mut_RNA_00_5_1_Ipatasertib_Selumetinib_0_0_0_0_3,56457600.0,1640040.0,Ipatasertib,Selumetinib,IC90,IC10
2914,LNCaP_mut_RNA_00_4_1_Ulixertinib_Luminespib_0_0_0_0_9,60483000.0,1872240.0,Ulixertinib,Luminespib,IC70,IC10
2915,LNCaP_mut_RNA_00_1_2_Ipatasertib_Afatinib_0_0_0_0_8,59712120.0,1640280.0,Ipatasertib,Afatinib,IC10,IC30
2916,LNCaP_mut_RNA_00_1_3_Afatinib_Ulixertinib_0_0_0_0_7,60618480.0,1814160.0,Afatinib,Ulixertinib,IC10,IC50
2917,LNCaP_mut_RNA_00_2_5_Luminespib_Pictilisib_0_0_0_0_4,51254640.0,1556040.0,Luminespib,Pictilisib,IC30,IC90
2918,LNCaP_mut_RNA_00_4_5_Afatinib_Selumetinib_0_0_0_0_1,59770800.0,1721640.0,Afatinib,Selumetinib,IC70,IC90
2919,LNCaP_mut_RNA_00_4_2_Luminespib_Selumetinib_0_0_0_0_3,60240960.0,1804440.0,Luminespib,Selumetinib,IC70,IC30
2920,LNCaP_mut_RNA_00_1_2_Selumetinib_Pictilisib_0_0_0_0_5,56837520.0,1671960.0,Selumetinib,Pictilisib,IC10,IC30
2921,LNCaP_mut_RNA_00_1_3_Afatinib_Ulixertinib_0_0_0_0_5,65859480.0,1880160.0,Afatinib,Ulixertinib,IC10,IC50
2922,LNCaP_mut_RNA_00_1_3_Ipatasertib_Luminespib_0_0_0_0_9,59563680.0,1713720.0,Ipatasertib,Luminespib,IC10,IC50
2923,LNCaP_mut_RNA_00_5_3_Afatinib_Pictilisib_0_0_0_0_6,53144880.0,1663680.0,Afatinib,Pictilisib,IC90,IC50
2924,LNCaP_mut_RNA_00_2_5_Afatinib_Ulixertinib_0_0_0_0_1,58305240.0,1749840.0,Afatinib,Ulixertinib,IC30,IC90
2925,LNCaP_mut_RNA_00_4_1_Ulixertinib_Pictilisib_0_0_0_0_9,58916280.0,1763400.0,Ulixertinib,Pictilisib,IC70,IC10
2926,LNCaP_mut_RNA_00_3_2_Ulixertinib_Luminespib_0_0_0_0_9,56246760.0,1751520.0,Ulixertinib,Luminespib,IC50,IC30
2927,LNCaP_mut_RNA_00_3_2_Ulixertinib_Pictilisib_0_0_0_0_8,56828400.0,1712640.0,Ulixertinib,Pictilisib,IC50,IC30
2928,LNCaP_mut_RNA_00_2_3_Afatinib_Pictilisib_0_0_0_0_7,56101080.0,1660920.0,Afatinib,Pictilisib,IC30,IC50
2929,LNCaP_mut_RNA_00_1_2_Ipatasertib_Pictilisib_0_0_0_0_7,53345520.0,1663680.0,Ipatasertib,Pictilisib,IC10,IC30
2930,LNCaP_mut_RNA_00_3_4_Afatinib_Pictilisib_0_0_0_0_7,52132920.0,1591320.0,Afatinib,Pictilisib,IC50,IC70
2931,LNCaP_mut_RNA_00_4_2_Ipatasertib_Selumetinib_0_0_0_0_3,58430160.0,1692120.0,Ipatasertib,Selumetinib,IC70,IC30
2932,LNCaP_mut_RNA_00_4_1_Ipatasertib_Pictilisib_0_0_0_0_7,55357320.0,1658640.0,Ipatasertib,Pictilisib,IC70,IC10
2933,LNCaP_mut_RNA_00_1_5_Afatinib_Selumetinib_0_0_0_0_1,60084600.0,1779000.0,Afatinib,Selumetinib,IC10,IC90
2934,LNCaP_mut_RNA_00_2_3_Ipatasertib_Ulixertinib_0_0_0_0_4,61228800.0,1686600.0,Ipatasertib,Ulixertinib,IC30,IC50
2935,LNCaP_mut_RNA_00_3_5_Afatinib_Luminespib_0_0_0_0_8,56883600.0,1673160.0,Afatinib,Luminespib,IC50,IC90
2936,LNCaP_mut_RNA_00_4_4_Afatinib_Ulixertinib_0_0_0_0_2,58414560.0,1690440.0,Afatinib,Ulixertinib,IC70,IC70
2937,LNCaP_mut_RNA_00_2_2_Ipatasertib_Selumetinib_0_0_0_0_3,58822200.0,1733160.0,Ipatasertib,Selumetinib,IC30,IC30
2938,LNCaP_mut_RNA_00_2_5_Luminespib_Pictilisib_0_0_0_0_9,52970040.0,1573320.0,Luminespib,Pictilisib,IC30,IC90
2939,LNCaP_mut_RNA_00_1_5_Ipatasertib_Selumetinib_0_0_0_0_1,62052960.0,1828440.0,Ipatasertib,Selumetinib,IC10,IC90
2940,LNCaP_mut_RNA_00_5_1_Afatinib_Selumetinib_0_0_0_0_9,60729480.0,1707000.0,Afatinib,Selumetinib,IC90,IC10
2941,LNCaP_mut_RNA_00_2_5_Luminespib_Selumetinib_0_0_0_0_1,58870560.0,1732320.0,Luminespib,Selumetinib,IC30,IC90
2942,LNCaP_mut_RNA_00_2_3_Afatinib_Ulixertinib_0_0_0_0_1,61996080.0,1893840.0,Afatinib,Ulixertinib,IC30,IC50
2943,LNCaP_mut_RNA_00_2_3_Ipatasertib_Selumetinib_0_0_0_0_1,62449200.0,1788000.0,Ipatasertib,Selumetinib,IC30,IC50
2944,LNCaP_mut_RNA_00_4_5_Selumetinib_Pictilisib_0_0_0_0_5,53235360.0,1564080.0,Selumetinib,Pictilisib,IC70,IC90
2945,LNCaP_mut_RNA_00_5_1_Ulixertinib_Selumetinib_0_0_0_0_4,61965840.0,1805400.0,Ulixertinib,Selumetinib,IC90,IC10
2946,LNCaP_mut_RNA_00_1_1_Ipatasertib_Pictilisib_0_0_0_0_4,56522280.0,1669080.0,Ipatasertib,Pictilisib,IC10,IC10
2947,LNCaP_mut_RNA_00_5_2_Selumetinib_Pictilisib_0_0_0_0_10,54646680.0,1557120.0,Selumetinib,Pictilisib,IC90,IC30
2948,LNCaP_mut_RNA_00_2_3_Luminespib_Selumetinib_0_0_0_0_5,58739400.0,1747200.0,Luminespib,Selumetinib,IC30,IC50
2949,LNCaP_mut_RNA_00_1_1_Afatinib_Selumetinib_0_0_0_0_10,62595960.0,1811880.0,Afatinib,Selumetinib,IC10,IC10
2950,LNCaP_mut_RNA_00_5_5_Ulixertinib_Pictilisib_0_0_0_0_3,56460000.0,1743480.0,Ulixertinib,Pictilisib,IC90,IC90
2951,LNCaP_mut_RNA_00_1_5_Ulixertinib_Selumetinib_0_0_0_0_4,62033400.0,1814520.0,Ulixertinib,Selumetinib,IC10,IC90
2952,LNCaP_mut_RNA_00_5_4_Selumetinib_Pictilisib_0_0_0_0_10,53503440.0,1547160.0,Selumetinib,Pictilisib,IC90,IC70
2953,LNCaP_mut_RNA_00_1_4_Afatinib_Selumetinib_0_0_0_0_5,62931120.0,1839240.0,Afatinib,Selumetinib,IC10,IC70
2954,LNCaP_mut_RNA_00_2_2_Ulixertinib_Pictilisib_0_0_0_0_1,55415040.0,1654920.0,Ulixertinib,Pictilisib,IC30,IC30
2955,LNCaP_mut_RNA_00_1_4_Selumetinib_Pictilisib_0_0_0_0_1,52809240.0,1579680.0,Selumetinib,Pictilisib,IC10,IC70
2956,LNCaP_mut_RNA_00_1_2_Ulixertinib_Luminespib_0_0_0_0_2,60934080.0,1822920.0,Ulixertinib,Luminespib,IC10,IC30
2957,LNCaP_mut_RNA_00_4_3_Ipatasertib_Afatinib_0_0_0_0_1,57606240.0,1671600.0,Ipatasertib,Afatinib,IC70,IC50
2958,LNCaP_mut_RNA_00_5_1_Ipatasertib_Ulixertinib_0_0_0_0_10,56792520.0,1690200.0,Ipatasertib,Ulixertinib,IC90,IC10
2959,LNCaP_mut_RNA_00_5_2_Ipatasertib_Selumetinib_0_0_0_0_8,57491640.0,1681920.0,Ipatasertib,Selumetinib,IC90,IC30
2960,LNCaP_mut_RNA_00_1_5_Ulixertinib_Pictilisib_0_0_0_0_7,51571440.0,1502520.0,Ulixertinib,Pictilisib,IC10,IC90
2961,LNCaP_mut_RNA_00_4_3_Luminespib_Pictilisib_0_0_0_0_6,51526560.0,1572120.0,Luminespib,Pictilisib,IC70,IC50
2962,LNCaP_mut_RNA_00_5_5_Ulixertinib_Luminespib_0_0_0_0_5,61484880.0,1851840.0,Ulixertinib,Luminespib,IC90,IC90
2963,LNCaP_mut_RNA_00_1_4_Ipatasertib_Pictilisib_0_0_0_0_4,55420800.0,1547160.0,Ipatasertib,Pictilisib,IC10,IC70
2964,LNCaP_mut_RNA_00_3_1_Afatinib_Pictilisib_0_0_0_0_8,55090560.0,1705560.0,Afatinib,Pictilisib,IC50,IC10
2965,LNCaP_mut_RNA_00_2_3_Afatinib_Ulixertinib_0_0_0_0_7,57571800.0,1663320.0,Afatinib,Ulixertinib,IC30,IC50
2966,LNCaP_mut_RNA_00_3_5_Afatinib_Ulixertinib_0_0_0_0_4,60984960.0,1775520.0,Afatinib,Ulixertinib,IC50,IC90
2967,LNCaP_mut_RNA_00_4_4_Ulixertinib_Selumetinib_0_0_0_0_8,58784040.0,1691280.0,Ulixertinib,Selumetinib,IC70,IC70
2968,LNCaP_mut_RNA_00_1_1_Ipatasertib_Ulixertinib_0_0_0_0_5,60769080.0,1743120.0,Ipatasertib,Ulixertinib,IC10,IC10
2969,LNCaP_mut_RNA_00_5_3_Ulixertinib_Luminespib_0_0_0_0_8,60456480.0,1753200.0,Ulixertinib,Luminespib,IC90,IC50
2970,LNCaP_mut_RNA_00_2_1_Afatinib_Selumetinib_0_0_0_0_5,60408360.0,1758240.0,Afatinib,Selumetinib,IC30,IC10
2971,LNCaP_mut_RNA_00_3_4_Ipatasertib_Ulixertinib_0_0_0_0_8,58985880.0,1700520.0,Ipatasertib,Ulixertinib,IC50,IC70
2972,LNCaP_mut_RNA_00_5_4_Ipatasertib_Luminespib_0_0_0_0_3,53908080.0,1547400.0,Ipatasertib,Luminespib,IC90,IC70
2973,LNCaP_mut_RNA_00_3_2_Ulixertinib_Selumetinib_0_0_0_0_4,60172680.0,1782360.0,Ulixertinib,Selumetinib,IC50,IC30
2974,LNCaP_mut_RNA_00_3_1_Ipatasertib_Luminespib_0_0_0_0_6,61682280.0,1784760.0,Ipatasertib,Luminespib,IC50,IC10
2975,LNCaP_mut_RNA_00_2_2_Ulixertinib_Selumetinib_0_0_0_0_10,59668680.0,1821360.0,Ulixertinib,Selumetinib,IC30,IC30
2976,LNCaP_mut_RNA_00_3_4_Afatinib_Ulixertinib_0_0_0_0_9,60040200.0,1802280.0,Afatinib,Ulixertinib,IC50,IC70
2977,LNCaP_mut_RNA_00_5_4_Afatinib_Ulixertinib_0_0_0_0_10,56841240.0,1716720.0,Afatinib,Ulixertinib,IC90,IC70
2978,LNCaP_mut_RNA_00_5_5_Ipatasertib_Luminespib_0_0_0_0_5,56417880.0,1668360.0,Ipatasertib,Luminespib,IC90,IC90
2979,LNCaP_mut_RNA_00_5_1_Afatinib_Pictilisib_0_0_0_0_3,55941240.0,1667760.0,Afatinib,Pictilisib,IC90,IC10
2980,LNCaP_mut_RNA_00_1_3_Ipatasertib_Luminespib_0_0_0_0_1,58696200.0,1716480.0,Ipatasertib,Luminespib,IC10,IC50
2981,LNCaP_mut_RNA_00_5_3_Ipatasertib_Pictilisib_0_0_0_0_4,47184960.0,1439760.0,Ipatasertib,Pictilisib,IC90,IC50
2982,LNCaP_mut_RNA_00_1_3_Selumetinib_Pictilisib_0_0_0_0_6,52476960.0,1537200.0,Selumetinib,Pictilisib,IC10,IC50
2983,LNCaP_mut_RNA_00_4_3_Ipatasertib_Ulixertinib_0_0_0_0_10,59170560.0,1695000.0,Ipatasertib,Ulixertinib,IC70,IC50
2984,LNCaP_mut_RNA_00_2_3_Afatinib_Luminespib_0_0_0_0_4,58867920.0,1784880.0,Afatinib,Luminespib,IC30,IC50
2985,LNCaP_mut_RNA_00_5_5_Ipatasertib_Afatinib_0_0_0_0_10,54211560.0,1641840.0,Ipatasertib,Afatinib,IC90,IC90
2986,LNCaP_mut_RNA_00_5_1_Ipatasertib_Pictilisib_0_0_0_0_10,53134200.0,1646160.0,Ipatasertib,Pictilisib,IC90,IC10
2987,LNCaP_mut_RNA_00_4_3_Afatinib_Ulixertinib_0_0_0_0_2,60053520.0,1743120.0,Afatinib,Ulixertinib,IC70,IC50
2988,LNCaP_mut_RNA_00_5_1_Selumetinib_Pictilisib_0_0_0_0_3,56904000.0,1676520.0,Selumetinib,Pictilisib,IC90,IC10
2989,LNCaP_mut_RNA_00_3_3_Ulixertinib_Luminespib_0_0_0_0_2,60786600.0,1912800.0,Ulixertinib,Luminespib,IC50,IC50
2990,LNCaP_mut_RNA_00_5_3_Ipatasertib_Afatinib_0_0_0_0_1,56371200.0,1702800.0,Ipatasertib,Afatinib,IC90,IC50
2991,LNCaP_mut_RNA_00_4_3_Ulixertinib_Pictilisib_0_0_0_0_8,54876960.0,1629240.0,Ulixertinib,Pictilisib,IC70,IC50
2992,LNCaP_mut_RNA_00_1_2_Luminespib_Selumetinib_0_0_0_0_6,61903920.0,1860000.0,Luminespib,Selumetinib,IC10,IC30
2993,LNCaP_mut_RNA_00_4_4_Luminespib_Selumetinib_0_0_0_0_10,59600280.0,1779240.0,Luminespib,Selumetinib,IC70,IC70
2994,LNCaP_mut_RNA_00_3_5_Ipatasertib_Selumetinib_0_0_0_0_9,62134680.0,1768440.0,Ipatasertib,Selumetinib,IC50,IC90
2995,LNCaP_mut_RNA_00_4_1_Selumetinib_Pictilisib_0_0_0_0_3,57738960.0,1724760.0,Selumetinib,Pictilisib,IC70,IC10
2996,LNCaP_mut_RNA_00_1_1_Ulixertinib_Luminespib_0_0_0_0_10,57479880.0,1796040.0,Ulixertinib,Luminespib,IC10,IC10
2997,LNCaP_mut_RNA_00_4_5_Ipatasertib_Selumetinib_0_0_0_0_6,57341280.0,1696200.0,Ipatasertib,Selumetinib,IC70,IC90
2998,LNCaP_mut_RNA_00_2_5_Ipatasertib_Pictilisib_0_0_0_0_3,54204360.0,1584960.0,Ipatasertib,Pictilisib,IC30,IC90
2999,LNCaP_mut_RNA_00_2_2_Ipatasertib_Ulixertinib_0_0_0_0_7,57436080.0,1619880.0,Ipatasertib,Ulixertinib,IC30,IC30
3000,LNCaP_mut_RNA_00_3_1_Ulixertinib_Pictilisib_0_0_0_0_9,55772880.0,1629720.0,Ulixertinib,Pictilisib,IC50,IC10
3001,LNCaP_mut_RNA_00_4_2_Ipatasertib_Ulixertinib_0_0_0_0_1,59842200.0,1641240.0,Ipatasertib,Ulixertinib,IC70,IC30
3002,LNCaP_mut_RNA_00_4_3_Ipatasertib_Luminespib_0_0_0_0_9,58315320.0,1659000.0,Ipatasertib,Luminespib,IC70,IC50
3003,LNCaP_mut_RNA_00_3_4_Ulixertinib_Luminespib_0_0_0_0_2,60607800.0,1817280.0,Ulixertinib,Luminespib,IC50,IC70
3004,LNCaP_mut_RNA_00_4_5_Afatinib_Luminespib_0_0_0_0_6,58060200.0,1745640.0,Afatinib,Luminespib,IC70,IC90
3005,LNCaP_mut_RNA_00_2_5_Ulixertinib_Selumetinib_0_0_0_0_7,59780640.0,1797360.0,Ulixertinib,Selumetinib,IC30,IC90
3006,LNCaP_mut_RNA_00_5_3_Afatinib_Luminespib_0_0_0_0_9,58578000.0,1700880.0,Afatinib,Luminespib,IC90,IC50
3007,LNCaP_mut_RNA_00_4_4_Ulixertinib_Luminespib_0_0_0_0_5,59400600.0,1780920.0,Ulixertinib,Luminespib,IC70,IC70
3008,LNCaP_mut_RNA_00_3_4_Afatinib_Pictilisib_0_0_0_0_5,54283200.0,1594560.0,Afatinib,Pictilisib,IC50,IC70
3009,LNCaP_mut_RNA_00_4_1_Luminespib_Selumetinib_0_0_0_0_1,59860200.0,1780200.0,Luminespib,Selumetinib,IC70,IC10
3010,LNCaP_mut_RNA_00_2_1_Luminespib_Pictilisib_0_0_0_0_2,57004800.0,1729920.0,Luminespib,Pictilisib,IC30,IC10
3011,LNCaP_mut_RNA_00_1_2_Ipatasertib_Pictilisib_0_0_0_0_9,59359080.0,1701840.0,Ipatasertib,Pictilisib,IC10,IC30
3012,LNCaP_mut_RNA_00_5_4_Ulixertinib_Pictilisib_0_0_0_0_3,57844080.0,1686000.0,Ulixertinib,Pictilisib,IC90,IC70
3013,LNCaP_mut_RNA_00_1_3_Ipatasertib_Luminespib_0_0_0_0_10,62288040.0,1813200.0,Ipatasertib,Luminespib,IC10,IC50
3014,LNCaP_mut_RNA_00_1_3_Ulixertinib_Selumetinib_0_0_0_0_3,59869200.0,1772520.0,Ulixertinib,Selumetinib,IC10,IC50
3015,LNCaP_mut_RNA_00_2_1_Ipatasertib_Selumetinib_0_0_0_0_3,60425400.0,1729800.0,Ipatasertib,Selumetinib,IC30,IC10
3016,LNCaP_mut_RNA_00_1_4_Luminespib_Selumetinib_0_0_0_0_5,61186200.0,1797000.0,Luminespib,Selumetinib,IC10,IC70
3017,LNCaP_mut_RNA_00_2_2_Ipatasertib_Afatinib_0_0_0_0_5,61410000.0,1752840.0,Ipatasertib,Afatinib,IC30,IC30
3018,LNCaP_mut_RNA_00_3_2_Afatinib_Ulixertinib_0_0_0_0_9,59899560.0,1775160.0,Afatinib,Ulixertinib,IC50,IC30
3019,LNCaP_mut_RNA_00_2_5_Ulixertinib_Luminespib_0_0_0_0_8,61033440.0,1869840.0,Ulixertinib,Luminespib,IC30,IC90
3020,LNCaP_mut_RNA_00_5_1_Afatinib_Luminespib_0_0_0_0_6,59557080.0,1830480.0,Afatinib,Luminespib,IC90,IC10
3021,LNCaP_mut_RNA_00_2_4_Ulixertinib_Pictilisib_0_0_0_0_8,55332600.0,1646880.0,Ulixertinib,Pictilisib,IC30,IC70
3022,LNCaP_mut_RNA_00_3_1_Afatinib_Ulixertinib_0_0_0_0_6,59172120.0,1805280.0,Afatinib,Ulixertinib,IC50,IC10
3023,LNCaP_mut_RNA_00_1_4_Afatinib_Pictilisib_0_0_0_0_5,51464760.0,1572840.0,Afatinib,Pictilisib,IC10,IC70
3024,LNCaP_mut_RNA_00_1_3_Afatinib_Ulixertinib_0_0_0_0_4,60097800.0,1830600.0,Afatinib,Ulixertinib,IC10,IC50
3025,LNCaP_mut_RNA_00_3_5_Afatinib_Pictilisib_0_0_0_0_8,53573160.0,1647000.0,Afatinib,Pictilisib,IC50,IC90
3026,LNCaP_mut_RNA_00_4_1_Afatinib_Luminespib_0_0_0_0_10,58763640.0,1745760.0,Afatinib,Luminespib,IC70,IC10
3027,LNCaP_mut_RNA_00_1_1_Ipatasertib_Afatinib_0_0_0_0_2,62368680.0,1884360.0,Ipatasertib,Afatinib,IC10,IC10
3028,LNCaP_mut_RNA_00_1_4_Luminespib_Pictilisib_0_0_0_0_5,53391000.0,1665360.0,Luminespib,Pictilisib,IC10,IC70
3029,LNCaP_mut_RNA_00_1_4_Afatinib_Pictilisib_0_0_0_0_7,53848680.0,1566600.0,Afatinib,Pictilisib,IC10,IC70
3030,LNCaP_mut_RNA_00_1_4_Ulixertinib_Luminespib_0_0_0_0_1,59656680.0,1804680.0,Ulixertinib,Luminespib,IC10,IC70
3031,LNCaP_mut_RNA_00_3_1_Ulixertinib_Pictilisib_0_0_0_0_7,59063040.0,1684920.0,Ulixertinib,Pictilisib,IC50,IC10
3032,LNCaP_mut_RNA_00_2_5_Luminespib_Pictilisib_0_0_0_0_6,54078000.0,1586400.0,Luminespib,Pictilisib,IC30,IC90
3033,LNCaP_mut_RNA_00_2_1_Selumetinib_Pictilisib_0_0_0_0_5,57119640.0,1639200.0,Selumetinib,Pictilisib,IC30,IC10
3034,LNCaP_mut_RNA_00_2_4_Ipatasertib_Luminespib_0_0_0_0_4,58136520.0,1664880.0,Ipatasertib,Luminespib,IC30,IC70
3035,LNCaP_mut_RNA_00_2_5_Afatinib_Selumetinib_0_0_0_0_4,59563200.0,1820400.0,Afatinib,Selumetinib,IC30,IC90
3036,LNCaP_mut_RNA_00_3_4_Afatinib_Selumetinib_0_0_0_0_4,60249720.0,1740840.0,Afatinib,Selumetinib,IC50,IC70
3037,LNCaP_mut_RNA_00_5_5_Afatinib_Ulixertinib_0_0_0_0_3,59028240.0,1818360.0,Afatinib,Ulixertinib,IC90,IC90
3038,LNCaP_mut_RNA_00_3_5_Afatinib_Luminespib_0_0_0_0_5,57920760.0,1748640.0,Afatinib,Luminespib,IC50,IC90
3039,LNCaP_mut_RNA_00_1_4_Afatinib_Selumetinib_0_0_0_0_2,58977240.0,1791960.0,Afatinib,Selumetinib,IC10,IC70
3040,LNCaP_mut_RNA_00_5_2_Ulixertinib_Luminespib_0_0_0_0_10,62648880.0,1810320.0,Ulixertinib,Luminespib,IC90,IC30
3041,LNCaP_mut_RNA_00_2_1_Ipatasertib_Ulixertinib_0_0_0_0_7,60528120.0,1627800.0,Ipatasertib,Ulixertinib,IC30,IC10
3042,LNCaP_mut_RNA_00_2_4_Ipatasertib_Pictilisib_0_0_0_0_9,54207840.0,1599600.0,Ipatasertib,Pictilisib,IC30,IC70
3043,LNCaP_mut_RNA_00_5_3_Ulixertinib_Pictilisib_0_0_0_0_6,54415920.0,1626000.0,Ulixertinib,Pictilisib,IC90,IC50
3044,LNCaP_mut_RNA_00_1_1_Luminespib_Selumetinib_0_0_0_0_2,59904120.0,1688880.0,Luminespib,Selumetinib,IC10,IC10
3045,LNCaP_mut_RNA_00_1_2_Luminespib_Selumetinib_0_0_0_0_3,60561720.0,1780920.0,Luminespib,Selumetinib,IC10,IC30
3046,LNCaP_mut_RNA_00_1_3_Ipatasertib_Ulixertinib_0_0_0_0_10,57786240.0,1692480.0,Ipatasertib,Ulixertinib,IC10,IC50
3047,LNCaP_mut_RNA_00_2_3_Ipatasertib_Afatinib_0_0_0_0_5,58193640.0,1680120.0,Ipatasertib,Afatinib,IC30,IC50
3048,LNCaP_mut_RNA_00_2_5_Ulixertinib_Luminespib_0_0_0_0_5,58957440.0,1807200.0,Ulixertinib,Luminespib,IC30,IC90
3049,LNCaP_mut_RNA_00_3_5_Ulixertinib_Pictilisib_0_0_0_0_10,54371520.0,1642200.0,Ulixertinib,Pictilisib,IC50,IC90
3050,LNCaP_mut_RNA_00_1_3_Ipatasertib_Pictilisib_0_0_0_0_6,55079040.0,1599120.0,Ipatasertib,Pictilisib,IC10,IC50
3051,LNCaP_mut_RNA_00_1_3_Afatinib_Pictilisib_0_0_0_0_3,53164080.0,1560120.0,Afatinib,Pictilisib,IC10,IC50
3052,LNCaP_mut_RNA_00_2_3_Afatinib_Ulixertinib_0_0_0_0_6,60083760.0,1814160.0,Afatinib,Ulixertinib,IC30,IC50
3053,LNCaP_mut_RNA_00_1_1_Afatinib_Pictilisib_0_0_0_0_10,55123200.0,1629840.0,Afatinib,Pictilisib,IC10,IC10
3054,LNCaP_mut_RNA_00_2_5_Ulixertinib_Selumetinib_0_0_0_0_10,60027840.0,1722000.0,Ulixertinib,Selumetinib,IC30,IC90
3055,LNCaP_mut_RNA_00_2_1_Ipatasertib_Luminespib_0_0_0_0_6,62921400.0,1758720.0,Ipatasertib,Luminespib,IC30,IC10
3056,LNCaP_mut_RNA_00_3_5_Ipatasertib_Selumetinib_0_0_0_0_2,57704520.0,1621200.0,Ipatasertib,Selumetinib,IC50,IC90
3057,LNCaP_mut_RNA_00_5_4_Ipatasertib_Ulixertinib_0_0_0_0_8,54089040.0,1630320.0,Ipatasertib,Ulixertinib,IC90,IC70
3058,LNCaP_mut_RNA_00_2_3_Afatinib_Pictilisib_0_0_0_0_2,53672760.0,1621320.0,Afatinib,Pictilisib,IC30,IC50
3059,LNCaP_mut_RNA_00_4_5_Ipatasertib_Luminespib_0_0_0_0_5,57645000.0,1665480.0,Ipatasertib,Luminespib,IC70,IC90
3060,LNCaP_mut_RNA_00_2_2_Ulixertinib_Pictilisib_0_0_0_0_8,55347960.0,1608960.0,Ulixertinib,Pictilisib,IC30,IC30
3061,LNCaP_mut_RNA_00_3_4_Ipatasertib_Pictilisib_0_0_0_0_7,57130680.0,1617600.0,Ipatasertib,Pictilisib,IC50,IC70
3062,LNCaP_mut_RNA_00_3_4_Luminespib_Pictilisib_0_0_0_0_1,56614200.0,1616640.0,Luminespib,Pictilisib,IC50,IC70
3063,LNCaP_mut_RNA_00_4_2_Afatinib_Ulixertinib_0_0_0_0_4,59597640.0,1760880.0,Afatinib,Ulixertinib,IC70,IC30
3064,LNCaP_mut_RNA_00_1_4_Afatinib_Selumetinib_0_0_0_0_10,59342520.0,1788240.0,Afatinib,Selumetinib,IC10,IC70
3065,LNCaP_mut_RNA_00_5_2_Ulixertinib_Selumetinib_0_0_0_0_2,62705280.0,1798560.0,Ulixertinib,Selumetinib,IC90,IC30
3066,LNCaP_mut_RNA_00_5_2_Ipatasertib_Afatinib_0_0_0_0_10,55512000.0,1595280.0,Ipatasertib,Afatinib,IC90,IC30
3067,LNCaP_mut_RNA_00_3_2_Luminespib_Selumetinib_0_0_0_0_8,58691400.0,1730760.0,Luminespib,Selumetinib,IC50,IC30
3068,LNCaP_mut_RNA_00_1_1_Afatinib_Selumetinib_0_0_0_0_2,61449600.0,1790160.0,Afatinib,Selumetinib,IC10,IC10
3069,LNCaP_mut_RNA_00_5_5_Afatinib_Ulixertinib_0_0_0_0_10,59787240.0,1750800.0,Afatinib,Ulixertinib,IC90,IC90
